# Authored and repaired underground columns x,z,highestAffectedY; require one terrain block above.
# Excludes only 372 surface entrance columns; includes all 6679 underground columns.
-70,-22,-27
-70,-21,-27
-70,-20,-27
-70,-19,-27
-70,-18,-27
-70,-17,-27
-70,-16,-27
-70,-15,-27
-70,-14,-27
-70,-13,-27
-70,-12,-27
-70,-11,-27
-70,-10,-27
-70,-9,-27
-70,-8,-27
-70,-7,-27
-70,-6,-27
-70,-5,-27
-70,-4,-27
-70,-3,-27
-70,-2,-27
-70,-1,-27
-70,0,-27
-70,1,-27
-70,2,-27
-70,3,-27
-70,4,-27
-70,5,-27
-70,6,-27
-70,7,-27
-70,8,-27
-70,9,-27
-70,10,-27
-70,11,-27
-70,12,-27
-70,13,-27
-70,14,-27
-70,15,-27
-70,16,-27
-70,17,-27
-70,18,-27
-70,19,-27
-70,20,-27
-70,21,-27
-70,22,-27
-70,23,-27
-70,24,-27
-70,25,-27
-70,26,-27
-70,27,-27
-70,28,-27
-70,29,-27
-70,30,-27
-70,31,-27
-70,32,-27
-70,33,-27
-70,34,-27
-70,35,-27
-70,36,-27
-70,37,-27
-69,-39,-27
-69,-38,-27
-69,-37,-27
-69,-36,-27
-69,-35,-27
-69,-34,-27
-69,-33,-27
-69,-32,-27
-69,-31,-27
-69,-30,-27
-69,-29,-27
-69,-28,-27
-69,-27,-27
-69,-26,-27
-69,-25,-27
-69,-24,-27
-69,-23,-27
-69,-22,-27
-69,-21,-27
-69,-20,-27
-69,-19,-27
-69,-18,-27
-69,-17,-27
-69,-16,-27
-69,-15,-27
-69,-14,-27
-69,-13,-27
-69,-12,-27
-69,-11,-27
-69,-10,-27
-69,-9,-27
-69,-8,-27
-69,-7,-27
-69,-6,-27
-69,-5,-27
-69,-4,-27
-69,-3,-27
-69,-2,-27
-69,-1,-27
-69,0,-27
-69,1,-27
-69,2,-27
-69,3,-27
-69,4,-27
-69,5,-27
-69,6,-27
-69,7,-27
-69,8,-27
-69,9,-27
-69,10,-27
-69,11,-27
-69,12,-27
-69,13,-27
-69,14,-27
-69,15,-27
-69,16,-27
-69,17,-27
-69,18,-27
-69,19,-27
-69,20,-27
-69,21,-27
-69,22,-27
-69,23,-27
-69,24,-27
-69,25,-27
-69,26,-27
-69,27,-27
-69,28,-27
-69,29,-27
-69,30,-27
-69,31,-27
-69,32,-27
-69,33,-27
-69,34,-27
-69,35,-27
-69,36,-27
-69,37,-27
-68,-39,-27
-68,-38,-27
-68,-37,-27
-68,-36,-27
-68,-35,-27
-68,-34,-27
-68,-33,-27
-68,-32,-27
-68,-31,-27
-68,-30,-27
-68,-29,-27
-68,-28,-27
-68,-27,-27
-68,-26,-27
-68,-25,-27
-68,-24,-27
-68,-23,-27
-68,-22,-27
-68,-21,-27
-68,-20,-27
-68,-19,-27
-68,-18,-27
-68,-17,-27
-68,-16,-27
-68,-15,-27
-68,-14,-27
-68,-13,-27
-68,-12,-27
-68,-11,-27
-68,-10,-27
-68,-9,-27
-68,-8,-27
-68,-7,-27
-68,-6,-27
-68,-5,-27
-68,-4,-27
-68,-3,-27
-68,-2,-27
-68,-1,-27
-68,0,-27
-68,1,-27
-68,2,-27
-68,3,-27
-68,4,-27
-68,5,-27
-68,6,-27
-68,7,-27
-68,8,-27
-68,9,-27
-68,10,-27
-68,11,-27
-68,12,-27
-68,13,-27
-68,14,-27
-68,15,-27
-68,16,-27
-68,17,-27
-68,18,-27
-68,19,-27
-68,20,-27
-68,21,-27
-68,22,-27
-68,23,-27
-68,24,-27
-68,25,-27
-68,26,-27
-68,27,-27
-68,28,-27
-68,29,-27
-68,30,-27
-68,31,-27
-68,32,-27
-68,33,-27
-68,34,-27
-68,35,-27
-68,36,-27
-68,37,-27
-67,-39,-27
-67,-38,-27
-67,-37,-27
-67,-36,-27
-67,-35,-27
-67,-34,-27
-67,-33,-27
-67,-32,-27
-67,-31,-27
-67,-30,-27
-67,-29,-27
-67,-28,-27
-67,-27,-27
-67,-26,-27
-67,-25,-27
-67,-24,-27
-67,-23,-27
-67,-22,-27
-67,-21,-27
-67,-20,-27
-67,-19,-27
-67,-18,-27
-67,-17,-27
-67,-16,-27
-67,-15,-27
-67,-14,-27
-67,-13,-27
-67,-12,-27
-67,-11,-27
-67,-10,-27
-67,-9,-27
-67,-8,-27
-67,-7,-27
-67,-6,-27
-67,-5,-27
-67,-4,-27
-67,-3,-27
-67,-2,-27
-67,-1,-27
-67,0,-27
-67,1,-27
-67,2,-27
-67,3,-27
-67,4,-27
-67,5,-27
-67,6,-27
-67,7,-27
-67,8,-27
-67,9,-27
-67,10,-27
-67,11,-27
-67,12,-27
-67,13,-27
-67,14,-27
-67,15,-27
-67,16,-27
-67,17,-27
-67,18,-27
-67,19,-27
-67,20,-27
-67,21,-27
-67,22,-27
-67,23,-27
-67,24,-27
-67,25,-27
-67,26,-27
-67,27,-27
-67,28,-27
-67,29,-27
-67,30,-27
-67,31,-27
-67,32,-27
-67,33,-27
-67,34,-27
-67,35,-27
-67,36,-27
-67,37,-27
-66,-39,-27
-66,-38,-27
-66,-37,-27
-66,-36,-27
-66,-35,-27
-66,-34,-27
-66,-33,-27
-66,-32,-27
-66,-31,-27
-66,-30,-27
-66,-29,-27
-66,-28,-27
-66,-27,-27
-66,-26,-27
-66,-25,-27
-66,-24,-27
-66,-23,-27
-66,-22,-27
-66,-21,-27
-66,-20,-27
-66,-19,-27
-66,-18,-27
-66,-17,-27
-66,-16,-27
-66,-15,-27
-66,-14,-27
-66,-13,-27
-66,-12,-27
-66,-11,-27
-66,-10,-27
-66,-9,-27
-66,-8,-27
-66,-7,-27
-66,-6,-27
-66,-5,-27
-66,-4,-27
-66,-3,-27
-66,-2,-27
-66,-1,-27
-66,0,-27
-66,1,-27
-66,2,-27
-66,3,-27
-66,4,-27
-66,5,-27
-66,6,-27
-66,7,-27
-66,8,-27
-66,9,-27
-66,10,-27
-66,11,-27
-66,12,-27
-66,13,-27
-66,14,-27
-66,15,-27
-66,16,-27
-66,17,-27
-66,18,-27
-66,19,-27
-66,20,-27
-66,21,-27
-66,22,-27
-66,23,-27
-66,24,-27
-66,25,-27
-66,26,-27
-66,27,-27
-66,28,-27
-66,29,-27
-66,30,-27
-66,31,-27
-66,32,-27
-66,33,-27
-66,34,-27
-66,35,-27
-66,36,-27
-66,37,-27
-65,-39,-27
-65,-38,-27
-65,-37,-27
-65,-36,-27
-65,-35,-27
-65,-34,-27
-65,-33,-27
-65,-32,-27
-65,-31,-27
-65,-30,-27
-65,-29,-27
-65,-28,-27
-65,-27,-27
-65,-26,-27
-65,-25,-27
-65,-24,-27
-65,-23,-27
-65,-22,-27
-65,-21,-27
-65,-20,-27
-65,-19,-27
-65,-18,-27
-65,-17,-27
-65,-16,-27
-65,-15,-27
-65,-14,-27
-65,-13,-27
-65,-12,-27
-65,-11,-27
-65,-10,-27
-65,-9,-27
-65,-8,-27
-65,-7,-27
-65,-6,-27
-65,-5,-27
-65,-4,-27
-65,-3,-27
-65,-2,-27
-65,-1,-27
-65,0,-27
-65,1,-27
-65,2,-27
-65,3,-27
-65,4,-27
-65,5,-27
-65,6,-27
-65,7,-27
-65,8,-27
-65,9,-27
-65,10,-27
-65,11,-27
-65,12,-27
-65,13,-27
-65,14,-27
-65,15,-27
-65,16,-27
-65,17,-27
-65,18,-27
-65,19,-27
-65,20,-27
-65,21,-27
-65,22,-27
-65,23,-27
-65,24,-27
-65,25,-27
-65,26,-27
-65,27,-27
-65,28,-27
-65,29,-27
-65,30,-27
-65,31,-27
-65,32,-27
-65,33,-27
-65,34,-27
-65,35,-27
-65,36,-27
-65,37,-27
-64,-39,-27
-64,-38,-27
-64,-37,-27
-64,-36,-27
-64,-35,-27
-64,-34,-27
-64,-33,-27
-64,-32,-27
-64,-31,-27
-64,-30,-27
-64,-29,-27
-64,-28,-27
-64,-27,-27
-64,-26,-27
-64,-25,-27
-64,-24,-27
-64,-23,-27
-64,-22,-27
-64,-21,-27
-64,-20,-27
-64,-19,-27
-64,-18,-27
-64,-17,-27
-64,-16,-27
-64,-15,-27
-64,-14,-27
-64,-13,-27
-64,-12,-27
-64,-11,-27
-64,-10,-27
-64,-9,-27
-64,-8,-27
-64,-7,-27
-64,-6,-27
-64,-5,-27
-64,-4,-27
-64,-3,-27
-64,-2,-27
-64,-1,-27
-64,0,-27
-64,1,-27
-64,2,-27
-64,3,-27
-64,4,-27
-64,5,-27
-64,6,-27
-64,7,-27
-64,8,-27
-64,9,-27
-64,10,-27
-64,11,-27
-64,12,-27
-64,13,-27
-64,14,-27
-64,15,-27
-64,16,-27
-64,17,-27
-64,18,-27
-64,19,-27
-64,20,-27
-64,21,-27
-64,22,-27
-64,23,-27
-64,24,-27
-64,25,-27
-64,26,-27
-64,27,-27
-64,28,-27
-64,29,-27
-64,30,-27
-64,31,-27
-64,32,-27
-64,33,-27
-64,34,-27
-64,35,-27
-64,36,-27
-64,37,-27
-63,-39,-27
-63,-38,-27
-63,-37,-27
-63,-36,-27
-63,-35,-27
-63,-34,-27
-63,-33,-27
-63,-32,-27
-63,-31,-27
-63,-30,-27
-63,-29,-27
-63,-28,-27
-63,-27,-27
-63,-26,-27
-63,-25,-27
-63,-24,-27
-63,-23,-27
-63,-22,-27
-63,-21,-27
-63,-20,-27
-63,-19,-27
-63,-18,-27
-63,-17,-27
-63,-16,-27
-63,-15,-27
-63,-14,-27
-63,-13,-27
-63,-12,-27
-63,-11,-27
-63,-10,-27
-63,-9,-27
-63,-8,-27
-63,-7,-27
-63,-6,-27
-63,-5,-27
-63,-4,-27
-63,-3,-27
-63,-2,-27
-63,-1,-27
-63,0,-27
-63,1,-27
-63,2,-27
-63,3,-27
-63,4,-27
-63,5,-27
-63,6,-27
-63,7,-27
-63,8,-27
-63,9,-27
-63,10,-27
-63,11,-27
-63,12,-27
-63,13,-27
-63,14,-27
-63,15,-27
-63,16,-27
-63,17,-27
-63,18,-27
-63,19,-27
-63,20,-27
-63,21,-27
-63,22,-27
-63,23,-27
-63,24,-27
-63,25,-27
-63,26,-27
-63,27,-27
-63,28,-27
-63,29,-27
-63,30,-27
-63,31,-27
-63,32,-27
-63,33,-27
-63,34,-27
-63,35,-27
-63,36,-27
-63,37,-27
-62,-39,-27
-62,-38,-27
-62,-37,-27
-62,-36,-27
-62,-35,-27
-62,-34,-27
-62,-33,-27
-62,-32,-27
-62,-31,-27
-62,-30,-27
-62,-29,-27
-62,-28,-27
-62,-27,-27
-62,-26,-27
-62,-25,-27
-62,-24,-27
-62,-23,-27
-62,-22,-27
-62,-21,-27
-62,-20,-27
-62,-19,-27
-62,-18,-27
-62,-17,-27
-62,-16,-27
-62,-15,-27
-62,-14,-27
-62,-13,-27
-62,-12,-27
-62,-11,-27
-62,-10,-27
-62,-9,-27
-62,-8,-27
-62,-7,-27
-62,-6,-27
-62,-5,-27
-62,-4,-27
-62,-3,-27
-62,-2,-27
-62,-1,-27
-62,0,-27
-62,1,-27
-62,2,-27
-62,3,-27
-62,4,-27
-62,5,-27
-62,6,-27
-62,7,-27
-62,8,-27
-62,9,-27
-62,10,-27
-62,11,-27
-62,12,-27
-62,13,-27
-62,14,-27
-62,15,-27
-62,16,-27
-62,17,-27
-62,18,-27
-62,19,-27
-62,20,-27
-62,21,-27
-62,22,-27
-62,23,-27
-62,24,-27
-62,25,-27
-62,26,-27
-62,27,-27
-62,28,-27
-62,29,-27
-62,30,-27
-62,31,-27
-62,32,-27
-62,33,-27
-62,34,-27
-62,35,-27
-62,36,-27
-62,37,-27
-61,-38,-27
-61,-37,-27
-61,-36,-27
-61,-35,-27
-61,-34,-27
-61,-33,-27
-61,-32,-27
-61,-31,-27
-61,-30,-27
-61,-29,-27
-61,-28,-27
-61,-27,-27
-61,-26,-27
-61,-25,-27
-61,-24,-27
-61,-23,-27
-61,-22,-27
-61,-21,-27
-61,-20,-27
-61,-19,-27
-61,-18,-27
-61,-17,-27
-61,-16,-27
-61,-15,-27
-61,-14,-27
-61,-13,-27
-61,-12,-27
-61,-11,-27
-61,-10,-27
-61,-9,-27
-61,-8,-27
-61,-7,-27
-61,-6,-27
-61,-5,-27
-61,-4,-27
-61,-3,-27
-61,-2,-27
-61,-1,-27
-61,0,-27
-61,1,-27
-61,2,-27
-61,3,-27
-61,4,-27
-61,5,-27
-61,6,-27
-61,7,-27
-61,8,-27
-61,9,-27
-61,10,-27
-61,11,-27
-61,12,-27
-61,13,-27
-61,14,-27
-61,15,-27
-61,16,-27
-61,17,-27
-61,18,-27
-61,19,-27
-61,20,-27
-61,21,-27
-61,22,-27
-61,23,-27
-61,24,-27
-61,25,-27
-61,26,-27
-61,27,-27
-61,28,-27
-61,29,-27
-61,30,-27
-61,31,-27
-61,32,-27
-61,33,-27
-61,34,-27
-61,35,-27
-61,36,-27
-61,37,-27
-61,38,-27
-60,-38,-27
-60,-37,-27
-60,-36,-27
-60,-35,-27
-60,-34,-27
-60,-33,-27
-60,-32,-27
-60,-31,-27
-60,-30,-27
-60,-29,-27
-60,-28,-27
-60,-27,-27
-60,-26,-27
-60,-25,-27
-60,-24,-27
-60,-23,-27
-60,-22,-27
-60,-21,-27
-60,-20,-27
-60,-19,-27
-60,-18,-27
-60,-17,-27
-60,-16,-27
-60,-15,-27
-60,-14,-27
-60,-13,-27
-60,-12,-27
-60,-11,-27
-60,-10,-27
-60,-9,-27
-60,-8,-27
-60,-7,-27
-60,-6,-27
-60,-5,-27
-60,-4,-27
-60,-3,-27
-60,-2,-27
-60,-1,-27
-60,0,-27
-60,1,-27
-60,2,-27
-60,3,-27
-60,4,-27
-60,5,-27
-60,6,-27
-60,7,-27
-60,8,-27
-60,9,-27
-60,10,-27
-60,11,-27
-60,12,-27
-60,13,-27
-60,14,-27
-60,15,-27
-60,16,-27
-60,17,-27
-60,18,-27
-60,19,-27
-60,20,-27
-60,21,-27
-60,22,-27
-60,23,-27
-60,24,-27
-60,25,-27
-60,26,-27
-60,27,-27
-60,28,-27
-60,29,-27
-60,30,-27
-60,31,-27
-60,32,-27
-60,33,-27
-60,34,-27
-60,35,-27
-60,36,-27
-60,37,-27
-60,38,-27
-59,-36,-27
-59,-35,-27
-59,-34,-27
-59,-33,-27
-59,-32,-27
-59,-31,-27
-59,-30,-27
-59,-29,-27
-59,-28,-27
-59,-27,-27
-59,-26,-27
-59,-25,-27
-59,-24,-27
-59,-23,-27
-59,-22,-27
-59,-21,-27
-59,-20,-27
-59,-19,-27
-59,-18,-27
-59,-17,-27
-59,-16,-27
-59,-15,-27
-59,-14,-27
-59,-13,-27
-59,-12,-27
-59,-11,-27
-59,-10,-27
-59,-9,-27
-59,-8,-27
-59,-7,-27
-59,-6,-27
-59,-5,-27
-59,-4,-27
-59,-3,-27
-59,-2,-27
-59,-1,-27
-59,0,-27
-59,1,-27
-59,2,-27
-59,3,-27
-59,4,-27
-59,5,-27
-59,6,-27
-59,7,-27
-59,8,-27
-59,9,-27
-59,10,-27
-59,11,-27
-59,12,-27
-59,13,-27
-59,14,-27
-59,15,-27
-59,16,-27
-59,17,-27
-59,18,-27
-59,19,-27
-59,20,-27
-59,21,-27
-59,22,-27
-59,23,-27
-59,24,-27
-59,25,-27
-59,26,-27
-59,27,-27
-59,28,-27
-59,29,-27
-59,30,-27
-59,31,-27
-59,32,-27
-59,33,-27
-59,34,-27
-59,35,-27
-59,36,-27
-58,-36,-27
-58,-35,-27
-58,-34,-27
-58,-33,-27
-58,-32,-27
-58,-31,-27
-58,-30,-27
-58,-29,-27
-58,-28,-27
-58,-27,-27
-58,-26,-27
-58,-25,-27
-58,-24,-27
-58,-23,-27
-58,-22,-27
-58,-21,-27
-58,-20,-27
-58,-19,-27
-58,-18,-27
-58,-17,-27
-58,-16,-27
-58,-15,-27
-58,-14,-27
-58,-13,-27
-58,-12,-27
-58,-11,-27
-58,-10,-27
-58,-9,-27
-58,-8,-27
-58,-7,-27
-58,-6,-27
-58,-5,-27
-58,-4,-27
-58,-3,-27
-58,-2,-27
-58,-1,-27
-58,0,-27
-58,1,-27
-58,2,-27
-58,3,-27
-58,4,-27
-58,5,-27
-58,6,-27
-58,7,-27
-58,8,-27
-58,9,-27
-58,10,-27
-58,11,-27
-58,12,-27
-58,13,-27
-58,14,-27
-58,15,-27
-58,16,-27
-58,17,-27
-58,18,-27
-58,19,-27
-58,20,-27
-58,21,-27
-58,22,-27
-58,23,-27
-58,24,-27
-58,25,-27
-58,26,-27
-58,27,-27
-58,28,-27
-58,29,-27
-58,30,-27
-58,31,-27
-58,32,-27
-58,33,-27
-41,-1,-27
-41,0,-27
-41,1,-27
-40,-3,-27
-40,-2,-27
-40,2,-27
-40,3,-27
-39,-4,-27
-39,4,-27
-38,-5,-27
-38,5,-27
-36,-6,-27
-36,6,-27
-130,37,-28
-130,38,-28
-130,39,-28
-130,40,-28
-129,39,-28
-129,40,-28
-128,-36,-28
-128,39,-28
-128,40,-28
-127,38,-28
-126,38,-28
-125,38,-28
-124,38,-28
-123,38,-28
-122,38,-28
-121,38,-28
-120,38,-28
-119,38,-28
-118,38,-28
-117,38,-28
-116,38,-28
-115,38,-28
-114,38,-28
-113,38,-28
-112,38,-28
-111,38,-28
-110,38,-28
-109,38,-28
-108,38,-28
-107,38,-28
-106,38,-28
-105,38,-28
-104,38,-28
-103,38,-28
-102,38,-28
-101,38,-28
-100,38,-28
-99,38,-28
-98,38,-28
-97,38,-28
-96,38,-28
-95,38,-28
-94,38,-28
-93,38,-28
-92,38,-28
-91,38,-28
-90,38,-28
-89,38,-28
-88,38,-28
-87,38,-28
-86,38,-28
-85,38,-28
-84,38,-28
-83,38,-28
-82,38,-28
-81,38,-28
-80,38,-28
-79,38,-28
-78,38,-28
-77,38,-28
-76,38,-28
-75,38,-28
-74,38,-28
-73,38,-28
-72,38,-28
-71,38,-28
-70,38,-28
-69,38,-28
-68,38,-28
-67,38,-28
-66,38,-28
-65,38,-28
-64,38,-28
-63,38,-28
-62,38,-28
-61,-39,-28
-61,39,-28
-61,40,-28
-60,-39,-28
-60,39,-28
-60,40,-28
-59,-39,-28
-59,-38,-28
-59,-37,-28
-59,37,-28
-59,38,-28
-59,39,-28
-59,40,-28
-58,-39,-28
-58,-38,-28
-58,-37,-28
-58,37,-28
-58,38,-28
-42,-1,-28
-42,0,-28
-42,1,-28
-41,-3,-28
-41,-2,-28
-41,2,-28
-41,3,-28
-40,-4,-28
-40,4,-28
-39,-5,-28
-39,5,-28
-37,-6,-28
-37,6,-28
-132,-33,-29
-132,-32,-29
-132,-31,-29
-132,-30,-29
-132,-29,-29
-132,-28,-29
-132,-27,-29
-132,-26,-29
-132,-25,-29
-132,-24,-29
-132,-23,-29
-132,-22,-29
-132,-21,-29
-132,-20,-29
-132,-19,-29
-132,-18,-29
-132,-17,-29
-132,-16,-29
-132,-15,-29
-132,-14,-29
-132,-13,-29
-132,-12,-29
-132,-11,-29
-132,-10,-29
-132,-9,-29
-132,-8,-29
-132,-7,-29
-132,-6,-29
-132,-5,-29
-132,-4,-29
-132,-3,-29
-132,-2,-29
-132,-1,-29
-132,0,-29
-132,1,-29
-132,2,-29
-132,3,-29
-132,4,-29
-132,5,-29
-132,6,-29
-132,7,-29
-132,8,-29
-132,9,-29
-132,10,-29
-132,11,-29
-132,12,-29
-132,13,-29
-132,14,-29
-132,15,-29
-132,16,-29
-132,17,-29
-132,18,-29
-132,19,-29
-132,20,-29
-132,21,-29
-132,22,-29
-132,23,-29
-132,24,-29
-132,25,-29
-132,26,-29
-132,27,-29
-132,28,-29
-132,29,-29
-132,30,-29
-132,31,-29
-132,32,-29
-132,33,-29
-131,-33,-29
-131,-32,-29
-131,-31,-29
-131,-30,-29
-131,-26,-29
-131,-25,-29
-131,-24,-29
-131,-23,-29
-131,-19,-29
-131,-18,-29
-131,-17,-29
-131,-16,-29
-131,-12,-29
-131,-11,-29
-131,-10,-29
-131,-9,-29
-131,-5,-29
-131,-4,-29
-131,-3,-29
-131,-2,-29
-131,2,-29
-131,3,-29
-131,4,-29
-131,5,-29
-131,9,-29
-131,10,-29
-131,11,-29
-131,12,-29
-131,16,-29
-131,17,-29
-131,18,-29
-131,19,-29
-131,23,-29
-131,24,-29
-131,25,-29
-131,26,-29
-131,30,-29
-131,31,-29
-131,32,-29
-131,33,-29
-130,41,-29
-129,-36,-29
-129,41,-29
-128,38,-29
-128,41,-29
-127,39,-29
-127,41,-29
-126,39,-29
-126,41,-29
-125,39,-29
-125,41,-29
-124,-41,-29
-124,-40,-29
-124,39,-29
-124,40,-29
-124,41,-29
-123,-41,-29
-123,-40,-29
-123,39,-29
-123,40,-29
-123,41,-29
-122,-41,-29
-122,-40,-29
-122,39,-29
-122,40,-29
-122,41,-29
-121,-41,-29
-121,-40,-29
-121,39,-29
-121,40,-29
-121,41,-29
-120,-41,-29
-120,39,-29
-120,41,-29
-119,-41,-29
-119,39,-29
-119,40,-29
-119,41,-29
-118,-41,-29
-118,39,-29
-118,41,-29
-117,-41,-29
-117,-40,-29
-117,39,-29
-117,40,-29
-117,41,-29
-116,-41,-29
-116,-40,-29
-116,39,-29
-116,40,-29
-116,41,-29
-115,-41,-29
-115,-40,-29
-115,39,-29
-115,40,-29
-115,41,-29
-114,-41,-29
-114,-40,-29
-114,39,-29
-114,40,-29
-114,41,-29
-113,-41,-29
-113,39,-29
-113,41,-29
-112,-41,-29
-112,39,-29
-112,40,-29
-112,41,-29
-111,-41,-29
-111,39,-29
-111,41,-29
-110,-41,-29
-110,-40,-29
-110,39,-29
-110,40,-29
-110,41,-29
-109,-41,-29
-109,-40,-29
-109,39,-29
-109,40,-29
-109,41,-29
-108,-41,-29
-108,-40,-29
-108,39,-29
-108,40,-29
-108,41,-29
-107,-41,-29
-107,-40,-29
-107,39,-29
-107,40,-29
-107,41,-29
-106,-41,-29
-106,39,-29
-106,41,-29
-105,-41,-29
-105,39,-29
-105,40,-29
-105,41,-29
-104,-41,-29
-104,39,-29
-104,41,-29
-103,-41,-29
-103,-40,-29
-103,39,-29
-103,40,-29
-103,41,-29
-102,-41,-29
-102,-40,-29
-102,39,-29
-102,40,-29
-102,41,-29
-101,-41,-29
-101,-40,-29
-101,39,-29
-101,40,-29
-101,41,-29
-100,-41,-29
-100,-40,-29
-100,39,-29
-100,40,-29
-100,41,-29
-99,-41,-29
-99,39,-29
-99,41,-29
-98,-41,-29
-98,39,-29
-98,40,-29
-98,41,-29
-97,-41,-29
-97,39,-29
-97,41,-29
-96,-41,-29
-96,-40,-29
-96,39,-29
-96,40,-29
-96,41,-29
-95,-41,-29
-95,-40,-29
-95,39,-29
-95,40,-29
-95,41,-29
-94,-41,-29
-94,-40,-29
-94,39,-29
-94,40,-29
-94,41,-29
-93,-41,-29
-93,-40,-29
-93,39,-29
-93,40,-29
-93,41,-29
-92,-41,-29
-92,39,-29
-92,41,-29
-91,-41,-29
-91,39,-29
-91,40,-29
-91,41,-29
-90,-41,-29
-90,39,-29
-90,41,-29
-89,-41,-29
-89,-40,-29
-89,39,-29
-89,40,-29
-89,41,-29
-88,-41,-29
-88,-40,-29
-88,39,-29
-88,40,-29
-88,41,-29
-87,-41,-29
-87,-40,-29
-87,39,-29
-87,40,-29
-87,41,-29
-86,-41,-29
-86,-40,-29
-86,39,-29
-86,40,-29
-86,41,-29
-85,-41,-29
-85,39,-29
-85,41,-29
-84,-41,-29
-84,39,-29
-84,40,-29
-84,41,-29
-83,-41,-29
-83,39,-29
-83,41,-29
-82,-41,-29
-82,-40,-29
-82,39,-29
-82,40,-29
-82,41,-29
-81,-41,-29
-81,-40,-29
-81,39,-29
-81,40,-29
-81,41,-29
-80,-41,-29
-80,-40,-29
-80,39,-29
-80,40,-29
-80,41,-29
-79,-41,-29
-79,-40,-29
-79,39,-29
-79,40,-29
-79,41,-29
-78,-41,-29
-78,39,-29
-78,41,-29
-77,-41,-29
-77,39,-29
-77,40,-29
-77,41,-29
-76,-41,-29
-76,39,-29
-76,41,-29
-75,-41,-29
-75,-40,-29
-75,39,-29
-75,40,-29
-75,41,-29
-74,-41,-29
-74,-40,-29
-74,39,-29
-74,40,-29
-74,41,-29
-73,-41,-29
-73,-40,-29
-73,39,-29
-73,40,-29
-73,41,-29
-72,-41,-29
-72,-40,-29
-72,39,-29
-72,40,-29
-72,41,-29
-71,-41,-29
-71,39,-29
-71,41,-29
-70,-41,-29
-70,39,-29
-70,40,-29
-70,41,-29
-69,-41,-29
-69,39,-29
-69,41,-29
-68,-41,-29
-68,-40,-29
-68,39,-29
-68,40,-29
-68,41,-29
-67,-41,-29
-67,-40,-29
-67,39,-29
-67,40,-29
-67,41,-29
-66,-41,-29
-66,-40,-29
-66,39,-29
-66,40,-29
-66,41,-29
-65,-41,-29
-65,-40,-29
-65,39,-29
-65,40,-29
-65,41,-29
-64,39,-29
-64,41,-29
-63,39,-29
-63,40,-29
-63,41,-29
-62,39,-29
-62,41,-29
-57,-36,-29
-57,-35,-29
-57,-34,-29
-57,-33,-29
-57,-32,-29
-57,-31,-29
-57,-30,-29
-57,-29,-29
-57,-28,-29
-57,-27,-29
-57,-26,-29
-57,-25,-29
-57,-24,-29
-57,-23,-29
-57,-22,-29
-57,-21,-29
-57,-20,-29
-57,-19,-29
-57,-18,-29
-57,-17,-29
-57,-16,-29
-57,-15,-29
-57,-14,-29
-57,-13,-29
-57,-12,-29
-57,-11,-29
-57,-10,-29
-57,-9,-29
-57,-8,-29
-57,-7,-29
-57,-6,-29
-57,-5,-29
-57,-4,-29
-57,-3,-29
-57,-2,-29
-57,-1,-29
-57,0,-29
-57,1,-29
-57,2,-29
-57,3,-29
-57,4,-29
-57,5,-29
-57,6,-29
-57,7,-29
-57,8,-29
-57,9,-29
-57,10,-29
-57,11,-29
-57,12,-29
-57,13,-29
-57,14,-29
-57,15,-29
-57,16,-29
-57,17,-29
-57,18,-29
-57,19,-29
-57,20,-29
-57,21,-29
-57,22,-29
-57,23,-29
-57,24,-29
-57,25,-29
-57,26,-29
-57,27,-29
-57,28,-29
-57,29,-29
-57,30,-29
-57,31,-29
-57,32,-29
-57,33,-29
-43,-1,-29
-43,0,-29
-43,1,-29
-42,-3,-29
-42,-2,-29
-42,2,-29
-42,3,-29
-41,-4,-29
-41,4,-29
-40,-5,-29
-40,5,-29
-38,-6,-29
-38,6,-29
-44,-1,-30
-44,0,-30
-44,1,-30
-43,-3,-30
-43,-2,-30
-43,2,-30
-43,3,-30
-42,-4,-30
-42,4,-30
-41,-5,-30
-41,5,-30
-39,-6,-30
-39,6,-30
-45,-1,-31
-45,0,-31
-45,1,-31
-44,-3,-31
-44,-2,-31
-44,2,-31
-44,3,-31
-43,-4,-31
-43,4,-31
-42,-5,-31
-42,5,-31
-40,-6,-31
-40,6,-31
-46,-1,-32
-46,0,-32
-46,1,-32
-45,-3,-32
-45,-2,-32
-45,2,-32
-45,3,-32
-44,-4,-32
-44,4,-32
-43,-5,-32
-43,5,-32
-41,-6,-32
-41,6,-32
-47,-1,-33
-47,0,-33
-47,1,-33
-46,-3,-33
-46,-2,-33
-46,2,-33
-46,3,-33
-45,-4,-33
-45,4,-33
-44,-5,-33
-44,5,-33
-42,-6,-33
-42,6,-33
-48,-1,-34
-48,0,-34
-48,1,-34
-47,-3,-34
-47,-2,-34
-47,2,-34
-47,3,-34
-46,-4,-34
-46,4,-34
-45,-5,-34
-45,5,-34
-43,-6,-34
-43,6,-34
-49,-1,-35
-49,0,-35
-49,1,-35
-48,-3,-35
-48,-2,-35
-48,2,-35
-48,3,-35
-47,-4,-35
-47,4,-35
-46,-5,-35
-46,5,-35
-44,-6,-35
-44,6,-35
-50,-1,-36
-50,0,-36
-50,1,-36
-49,-3,-36
-49,-2,-36
-49,2,-36
-49,3,-36
-48,-4,-36
-48,4,-36
-47,-5,-36
-47,5,-36
-45,-6,-36
